Description,Level 1 Description,Asset Class 2 Description,Asset Class 3 Description,MaintPlant,Equipment,Description.1,New Funct. Location,New Super Funct. Loc,ManufSerialNo.,Manufacturer,Model number,ManufPartNo.,Sort Field,Main WorkCtr,Work center,Planner Group,HSECES Category,ABC Indic.,Plant Section,Object Type,EquipCategory,Superord.Equip.,Catalog Profile,TechIdentNo.,Size/dimens.,ManufCountry
PIG LAUNCHER 6IN BALL VALVE,TS&T - Terminals,Terminal Equipment,Terminal Equipment Valves,2402,11011008403,Oil Export,1-01-00-LP-1301,A-AP-6000-OF13-01,,L&T VALVES,,,,C-MEC-01,,100,NHSECES,C,PIG,VA,M,11011002357.0,PM_VLV,1-01-00-LP-1301-MIV-08,,IN
PIG LAUNCHER 4IN FRM CLOSE DRAIN PUMP BV,TS&T - Terminals,Terminal Equipment,Terminal Equipment Valves,2402,11011008404,Oil Export,1-01-00-LP-1301,A-AP-6000-OF13-01,,L&T VALVES,,,,C-MEC-01,,100,NHSECES,C,PIG,VA,M,11011002357.0,PM_VLV,1-01-00-LP-1301-MIV-13,,IN
PIG LAUNCHER MOV-2 HAND SW,TS&T - Terminals,Terminal Equipment,System in General for Terminal Equipment,2402,11011008424,Oil Export,1-01-00-MVHS-1301-02,1-01-00-MOV-1301-02,,,,,,C-ELE-01,,100,NHSECES,C,ELE,EL,M,11011002386.0,PM_MEL,1-01-00-MVHS-1301-02,,
PIG LAUNCHER SHUT DOWN VALVE-2,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008487,Oil Export,1-01-00-SDV-1301-02,1-01-00-LP-1301-VECM,,VIRGO,NLR-RF2-F-MZN-P-L-A,4506150907,,C-MEC-01,,100,SD01,A,PIG,VA,M,11011004709.0,PM_MIC,1-01-00-SDV-1301-02,2IN CL 1500 RF,IN
EDG SYSTEM FIRE & GAS SOUNDER-2,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008492,Emergency Power,1-01-00-SN-GD-4201-02,1-01-GD-4201,,E2S,STEXS1-F,HMDI/75000-48570/VBD,,C-INS-01,,100,NHSECES,A,FGS,FG,M,11011004446.0,PM_FDET,1-01-00-SN-GD-4201-02,,GB
LCR LAN SYSTEM CABINET,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008556,Telecommunications,1-01-00-TLC-8500-01,A-AP-6000-TF85-MET,,RITTAL,TS IT SERIES,HMDI/75000-49276/NG,,C-TEL-01,,100,NHSECES,D,BUD,TE,M,11011004692.0,PM_TCOM,1-01-00-TLC-8500-01,D1000XW800XH2000,DE
MPP-2 MANUAL VALVE,TS&T - Terminals,Terminal Equipment,Terminal Equipment Valves,2402,11011000286,Oil Export,1-01-00-P-0902-01,A-AP-6000-OF09-02,,,,,,C-MEC-01,,100,NHSECES,C,MPP,OH,M,11011002288.0,PM_MMC,1-01-00-P-0902-01-MV,,
CGF CIP AREA AMBER BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008643,Fire and gas detection,1-01-00-XGAB-5400-01,60-00-FF54-UTLTY-FGS,214287525-41-01,MEDC,XB15B0241506AWDTRZZ,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011002094.0,PM_EVEQ,1-01-00-XGAB-5400-01,L150XW170XH239 MM,GB
CGF CTRL BLDG EL/IN W/S AMBER BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008645,Fire and gas detection,1-01-00-XGAB-5802-05,60-00-FF58-LCR-FACP,,MEDC,XB15B0241506AWDTDPRZ,HMDI/75000-54001/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011008225.0,PM_EVEQ,1-01-00-XGAB-5802-05,L150XW150XH239 MM,GB
CGF GUARD HSG GUARD RM RED BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008687,Fire and gas detection,1-01-00-XFAB-5804-01,60-00-FF58-LCR-FACP,,MEDC,XB15UW0240506RWDTDPR,HMDI/75000-54001/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011008225.0,PM_EVEQ,1-01-00-XFAB-5804-01,L150XW150XH239 MM,GB
CGF CTRL BLDG AIR LOCK ROOM SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008688,Fire and gas detection,1-01-00-XFAS-5802-03,60-00-FF58-LCR-FACP,,E2S,BEXS110DFDC024AS2J1R,HMDI/75000-54001/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011008225.0,PM_FDET,1-01-00-XFAS-5802-03,L122XW262XH154 MM,GB
N2 GENERATION INLET ON/OFF SOV,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008693,Nitorgen,1-01-00-XSOV-6901-01,1-01-00-XV-6901-01,,ASCO,WSNFET8327B102,HMDI/78000-12007/PBR,,C-INS-01,,100,NHSECES,C,N2G,VA,M,11011005573.0,PM_MIC,1-01-00-XSOV-6901-01,,
N2 GENERATION OUTLET ON/OFF VALVE,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008699,Nitorgen,1-01-00-XV-6901-05,60-00-UF69-01-CM,,STARLINE,176-SGS,HMDI/78000-12007/PBR,,C-MEC-01,,100,NHSECES,C,N2G,VA,M,11011002615.0,PM_MIC,1-01-00-XV-6901-05,1/2IN,
PIG RECEIVER OUTLET LINE MOV HAND SWITCH,TS&T - Terminals,Terminal Equipment,System in General for Terminal Equipment,2402,11011008757,Oil Export,1-01-37-MVHS-1301-03,1-01-37-MOV-1301-03,,,,,,C-ELE-01,,100,NHSECES,C,ELE,EL,M,11011001435.0,PM_MEL,1-01-37-MVHS-1301-03,,
HIPPS SYSTEM MANUAL VALVE,TS&T - Terminals,Terminal Equipment,Terminal Equipment Valves,2402,11011008805,Oil Export HIPPS-MVL,A-AP-0101-S004-HIPPS-MVL,A-AP-0101-S004-HIPPS,,,,,,C-MEC-01,,100,NHSECES,C,PIG,OH,M,,PM_MMC,1-01-37-HIPPS-1301-MV,,
PIG RCVR 6IN BV RP-1301 NOZ1 TO MPFM HDR,TS&T - Terminals,Terminal Equipment,Terminal Equipment Valves,2402,11011008825,Oil Export,1-01-37-RP-1301,A-AP-6037-OF13-01,,L&T VALVES,,,,C-MEC-01,,100,NHSECES,C,PIG,VA,M,11011002971.0,PM_VLV,1-01-37-RP-1301-MIV-08,,IN
4IN BV FRM 37-RP-1301 DISCH TO CD HDR,TS&T - Terminals,Terminal Equipment,Terminal Equipment Valves,2402,11011008826,Oil Export,1-01-37-RP-1301,A-AP-6037-OF13-01,,HAWA VALVES,,,,C-MEC-01,,100,NHSECES,C,PIG,VA,M,11011002971.0,PM_VLV,1-01-37-RP-1301-MIV-17,,IN
HIPPS SYSTEM SDV 37-SDV-1301-11,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008827,Oil Export HIPPS-SDV,1-01-37-SDV-1301-11,1-01-37-RP-1301-VECM,18033400010001,PIBIVIESSE,E3-SERIES,HDMI/75000-47197-NG,,C-INS-01,,100,SD01,A,PIG,VA,M,,PM_MIC,1-01-37-SDV-1301-11,14IN CL 900 RF,
ETR-2 BATTERY ROOM FIRE BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008959,Fire and gas detection,1-01-42-XFAB-ETR02-04,60-82-FF58-ETR2-FACP,,MEDC,XB15B0241506RWDTDRZZ,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011008093.0,PM_EVEQ,1-01-42-XFAB-ETR02-04,,GB
ETR-6 MV CONTAINER FIRE BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008960,Fire and gas detection,1-01-42-XFAB-ETR06-01,60-85-FF58-ETR6-FACP,,MEDC,XB15UW0241506RWDTDRZ,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011001984.0,PM_EVEQ,1-01-42-XFAB-ETR06-01,,GB
ETR-7 FIRE BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008961,Fire and gas detection,1-01-42-XFAB-ETR07-02,60-86-FF58-ETR7-FACP,,MEDC,XB15UW0241506RWDTDRZ,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011007939.0,PM_EVEQ,1-01-42-XFAB-ETR07-02,,GB
ETR-8 LV CONTAINER FIRE BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008962,Fire and gas detection,1-01-42-XFAB-ETR08-03,60-87-FF58-ETR8-FACP,,MEDC,XB15UW0241506RWDTDRZ,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011000496.0,PM_EVEQ,1-01-42-XFAB-ETR08-03,,GB
ETR-1 BATTERY ROOM FIRE & GAS SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008963,Fire and gas detection,1-01-42-XFAS-ETR01-04,60-81-FF58-ETR1-FACP,,E2S,BEXS110DFDC024AS2J1R,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011008090.0,PM_FDET,1-01-42-XFAS-ETR01-04,,GB
ETR-3 MV CONTAINER FIRE & GAS SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008964,Fire and gas detection,1-01-42-XFAS-ETR03-01,60-82-FF58-ETR3-FACP,,E2S,BEXS110DFDC024AS2J1R,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011008096.0,PM_FDET,1-01-42-XFAS-ETR03-01,,GB
ETR-4 FIRE & GAS SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008965,Fire and gas detection,1-01-42-XFAS-ETR04-02,60-83-FF58-ETR4-FACP,,E2S,BEXS110DFDC024AS2J1R,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011008099.0,PM_FDET,1-01-42-XFAS-ETR04-02,,GB
ETR-6 LV CONTAINER FIRE & GAS SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008966,Fire and gas detection,1-01-42-XFAS-ETR06-03,60-85-FF58-ETR6-FACP,,E2S,BEXS110DFDC024AS2J1R,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011001984.0,PM_FDET,1-01-42-XFAS-ETR06-03,,GB
ETR-7 BATTERY ROOM FIRE & GAS SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008967,Fire and gas detection,1-01-42-XFAS-ETR07-04,60-86-FF58-ETR7-FACP,,E2S,BEXS110DFDC024AS2J1R,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011007939.0,PM_FDET,1-01-42-XFAS-ETR07-04,,GB
ETR-9 MV CONTAINER FIRE & GAS SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008968,Fire and gas detection,1-01-42-XFAS-ETR09-01,60-82-FF58-ETR9-FACP,,E2S,BEXS110DFDC024AS2J1R,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011007945.0,PM_FDET,1-01-42-XFAS-ETR09-01,,GB
TELECOM CABINET-1 AT ETR-2,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008974,Main Power,1-01-42-TLC-8282-01,60-82-TF82-ETR2-TEL,,RITTAL,TS IT SERIES,HMDI/75000-49276/NG,,C-TEL-01,,100,NHSECES,C,ELE,TE,M,11011006102.0,PM_TCOM,1-01-42-TLC-8282-01,L800XD800XH2000 MM,DE
ETR-9 TELECOM CABINET-B,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008975,,0,,,RITTAL,TS IT SERIES,HMDI/75000-49276/NG,,C-TEL-01,,100,NHSECES,D,ETR,TE,M,11011006005.0,PM_TCOM,1-01-42-TLC-8282-22,D800XW800XH2000 MM,DE
ETR-6 TELECOM CABINET-A,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008976,Telecommunications,1-01-42-TLC-8285-01,60-85-TF82-ETR6-TEL,,RITTAL,TS IT SERIES,HMDI/75000-49276/NG,,C-TEL-01,,100,NHSECES,D,ETR,TE,M,11011003001.0,PM_TCOM,1-01-42-TLC-8285-01,D800XW800XH2000 MM,DE
ETR-8 MV CONTAINER GAS BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008983,Fire and gas detection,1-01-42-XGAB-ETR08-01,60-87-FF58-ETR8-FACP,,MEDC,XB15UW0241506AWDTDRZ,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011000496.0,PM_EVEQ,1-01-42-XGAB-ETR08-01,,GB
ETR-1 BATTERY ROOM HEAT DETECTOR,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008987,Fire and gas detection,1-01-42-XHD-ETR01-02,60-81-FF58-ETR1-FACP,,APOLLO,55000-440-SIL,HMDI/75000-48564/VBD,,C-INS-01,,100,NHSECES,A,FGS,FG,M,11011004046.0,PM_FDET,1-01-42-XHD-ETR01-02,D100XH50 MM,
ETR-4 BATTERY ROOM HEAT DETECTOR,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008988,Fire and gas detection,1-01-42-XHD-ETR04-02,60-83-FF58-ETR4-FACP,,APOLLO,55000-440-SIL,HMDI/75000-48564/VBD,,C-INS-01,,100,NHSECES,A,FGS,FG,M,11011000506.0,PM_FDET,1-01-42-XHD-ETR04-02,D100XH50 MM,
ETR-3 BATTERY ROOM H2 GAS DETECTOR,O&GP - Plants,Control Systems,System in General for Control System,2402,11011008991,Fire and gas detection,1-01-42-XHGD-ETR03-01,60-82-FF58-ETR3-FACP,,DETCON/3M,FP-700-9H7-521520-10,HMDI/75000-48564/VBD,,C-INS-01,,100,NHSECES,A,FGS,FG,M,11011009567.0,PM_FDET,1-01-42-XHGD-ETR03-01,D96XW155XH280 MM,
ETR-9 LV CONTAINER FIRE & GAS SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009026,Fire and gas detection,1-01-42-XFAS-ETR09-03,60-82-FF58-ETR9-FACP,,E2S,BEXS110DFDC024AS2J1R,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011007945.0,PM_FDET,1-01-42-XFAS-ETR09-03,,GB
ETR-1 GAS BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009037,Fire and gas detection,1-01-42-XGAB-ETR01-02,60-81-FF58-ETR1-FACP,,MEDC,XB15UW0241506AWDTDRZ,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011008090.0,PM_EVEQ,1-01-42-XGAB-ETR01-02,,GB
ETR-2 LV CONTAINER GAS BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009038,Fire and gas detection,1-01-42-XGAB-ETR02-03,60-82-FF58-ETR2-FACP,,MEDC,XB15UW0241506AWDTDRZ,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011008093.0,PM_EVEQ,1-01-42-XGAB-ETR02-03,,GB
ETR-3 BATTERY ROOM GAS BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009039,Fire and gas detection,1-01-42-XGAB-ETR03-04,60-82-FF58-ETR3-FACP,,MEDC,XB15B0241506AWDTDRZZ,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011008096.0,PM_EVEQ,1-01-42-XGAB-ETR03-04,,GB
ETR-6 MV CONTAINER GAS BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009040,Fire and gas detection,1-01-42-XGAB-ETR06-01,60-85-FF58-ETR6-FACP,,MEDC,XB15UW0241506AWDTDRZ,HMDI/75000-48564/VBD,,C-INS-01,,100,ER09,A,FGS,FG,M,11011001984.0,PM_EVEQ,1-01-42-XGAB-ETR06-01,,GB
ITR-1 TELECOM CABINET-1,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009051,Telecommunications,1-01-81-TLC-8201-01,60-81-TF82-ITR1-TEL,,RITTAL,TS IT SERIES,HMDI/75000-49276/NG,,C-TEL-01,,100,NHSECES,C,WLG,TE,M,11011003349.0,PM_TCOM,1-01-81-TLC-8201-01,D800XW800XH2000 MM,DE
WELL HB28 SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009116,Fire and gas detection,1-01-81-XFAS-H28H-01,60-71-HB-028H-WFG,214287525-63-07,MEDC,DB3B-D-GD-048-T-2B-E,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011000498.0,PM_FDET,1-01-81-XFAS-H28H-01,L185XW280XH200 MM,GB
WELL HB03 AMBER BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009118,Fire and gas detection,1-01-81-XGAB-H03P-01,60-71-HB-003P-WFG,,MEDC,XB15B0241506AWDTRZZ,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011007948.0,PM_EVEQ,1-01-81-XGAB-H03P-01,L150XW170XH239 MM,GB
WELL HB38 RED BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009194,Fire and gas detection,1-01-82-XFAB-H38H-01,60-71-HB-038H-WFG,214287525-31-18,MEDC,XB15B0241506RWDTRZZ,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011004059.0,PM_EVEQ,1-01-82-XFAB-H38H-01,L150XW170XH239 MM,GB
WELL HB09 SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009196,Fire and gas detection,1-01-82-XFAS-H09P-01,60-71-HB-009P-WFG,214287525-63-10,MEDC,DB3B-D-GD-048-T-2B-E,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011001988.0,PM_EVEQ,1-01-82-XFAS-H09P-01,L185XW280XH200 MM,GB
WELL HB38 SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009197,Fire and gas detection,1-01-82-XFAS-H38H-01,60-71-HB-038H-WFG,214287525-63-19,MEDC,DB3B-D-GD-048-T-2B-E,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011004059.0,PM_FDET,1-01-82-XFAS-H38H-01,L185XW280XH200 MM,GB
WELL HB33 AMBER BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009262,Fire and gas detection,1-01-82-XGAB-H33P-01,60-71-HB-033P-WFG,214287525-41-06,MEDC,XB15B0241506AWDTRZZ,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011008110.0,PM_EVEQ,1-01-82-XGAB-H33P-01,L150XW170XH239 MM,GB
WELL HB23 RED BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009277,Fire and gas detection,1-01-83-XFAB-H23H-01,60-71-HB-023H-WFG,1-01-83-XFAB-H23H-01,MEDC,XB15B0241506RWDTRZZ,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011007969.0,PM_EVEQ,1-01-83-XFAB-H23H-01,L150XW170XH239 MM,GB
WELL HB23 SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009278,Fire and gas detection,1-01-83-XFAS-H23H-01,60-71-HB-023H-WFG,214287525-63-28,MEDC,DB3B-D-GD-048-T-2B-E,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011007969.0,PM_EVEQ,1-01-83-XFAS-H23H-01,L185XW280XH200 MM,GB
WELL HB23 AMBER BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009281,Fire and gas detection,1-01-83-XGAB-H23H-01,60-71-HB-023H-WFG,214287525 41 28,MEDC,XB15B0241506AWDTRZZ,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011007969.0,PM_EVEQ,1-01-83-XGAB-H23H-01,L150XW170XH239 MM,GB
WELL HB17 AMBER BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009334,Fire and gas detection,1-01-84-XGAB-H17P-01,60-71-HB-017P-WFG,214287525 41 31,MEDC,XB15B0241506AWDTRZZ,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011007961.0,PM_EVEQ,1-01-84-XGAB-H17P-01,L150XW170XH239 MM,GB
ITR-6 TELECOM CABINET-2,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009386,Telecommunications,1-01-84-TLC-8206-02,60-84-TF82-ITR6-TEL,,RITTAL,TS IT SERIES,HMDI/75000-49276/NG,,C-TEL-01,,100,NHSECES,C,WLG,TE,M,11011003668.0,PM_TCOM,1-01-84-TLC-8206-02,D800XW800XH2000 MM,DE
WELL HB17 RED BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009390,Fire and gas detection,1-01-84-XFAB-H17P-01,60-71-HB-017P-WFG,1-01-84-XFAB-H17P-01,MEDC,XB15B0241506RWDTRZZ,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011007961.0,PM_EVEQ,1-01-84-XFAB-H17P-01,L150XW170XH239 MM,GB
WELL HB17 SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009391,Fire and gas detection,1-01-84-XFAS-H17P-01,60-71-HB-017P-WFG,214287525-63-31,MEDC,DB3B-D-GD-048-T-2B-E,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011007961.0,PM_EVEQ,1-01-84-XFAS-H17P-01,L185XW280XH200 MM,GB
ITR-8 TELECOM CABINET-2,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009400,Telecommunications,1-01-85-TLC-8208-02,60-85-TF82-ITR8-TEL,,RITTAL,TS IT SERIES,HMDI/75000-49276/NG,,C-TEL-01,,100,NHSECES,C,WLG,TE,M,11011003764.0,PM_TCOM,1-01-85-TLC-8208-02,D800XW800XH2000 MM,DE
WELL HB10 RED BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009469,Fire and gas detection,1-01-85-XFAB-H10P-01,60-71-HB-010P-WFG,1-01-85-XFAB-H10P-01,MEDC,XB15B0241506RWDTRZZ,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011000994.0,PM_EVEQ,1-01-85-XFAB-H10P-01,L150XW170XH239 MM,GB
WELL HB22 SOUNDER,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009471,Fire and gas detection,1-01-85-XFAS-H22P-01,60-71-HB-022P-WFG,214287525-63-34,MEDC,DB3B-D-GD-048-T-2B-E,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011007967.0,PM_EVEQ,1-01-85-XFAS-H22P-01,L185XW280XH200 MM,GB
WELL HB24 AMBER BEACON,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009475,Fire and gas detection,1-01-85-XGAB-H24H-01,60-71-HB-024H-WFG,214287525 41 19,MEDC,XB15B0241506AWDTRZZ,HMDI/75000-47197/NG,,C-INS-01,,100,ER09,A,FGS,FG,M,11011000996.0,PM_EVEQ,1-01-85-XGAB-H24H-01,L150XW170XH239 MM,GB
TELECOM CABINET B IN GUARD HOUSE,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009482,Emergency Power,1-01-42-DB-4400-01,1-01-42-UPS-4400-01,,RITTAL,TS IT SERIES,HMDI/75000-49276/NG,,C-TEL-01,,100,ER03,C,ELE,TE,M,11011002959.0,PM_TCOM,1-01-97-TLC-8200-02,L800XD800XH2000 MM,DE
TELECOM CABINET-2 AT ETR-9,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009488,Main Power,1-01-42-DB-4482-04,A-AP-6082-PF42-ETR09,,RITTAL,TS IT SERIES,HMDI/75000-49276/NG,,C-TEL-01,,100,NHSECES,C,ELE,TE,M,11011008881.0,PM_TCOM,1-01-99-TLC-8282-06,D800XW800XH2000 MM,DE
TELECOM CABINET-1 AT ETR-8,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009489,Main Power,1-01-42-DB-4487-02,A-AP-6087-PF42-ETR08,,RITTAL,TS IT SERIES,HMDI/75000-49276/NG,,C-TEL-01,,100,NHSECES,C,ELE,TE,M,11011008883.0,PM_TCOM,1-01-99-TLC-8287-01,D800XW800XH2000 MM,DE
FRM WTR WELL HB13 TO IW SURFC PMP P-2102,O&GP - Pipeline,Crude Oil Pipeline,System in General for Crude Oil Pipeline,2402,11011009494,Piping,A-AP-0101-S103,A-AP-0101,,,,,,C-COI-01,,100,NHSECES,C,PNG,PI,M,11011007886.0,PM_PIPE,AW-CS-PC-081,,
F&G HEAT DETECTOR ETR-5,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009510,Fire and gas detection,A-AP-0101-S070,A-AP-0101,,,,,,C-INS-01,,100,NHSECES,C,FGS,OH,M,11011004051.0,PM_FDET,FG-ETR-5-HD,,
F&G BEACON AND SOUNDER HB14,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009519,Fire and gas detection,A-AP-0101-S070,A-AP-0101,,,,,,C-INS-01,,100,NHSECES,C,FGS,OH,M,11011000497.0,PM_FDET,FG-HB14-BEACON,,
F&G BEACON AND SOUNDER WG-4 TR AREA,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009541,Fire and gas detection,A-AP-0101-S070,A-AP-0101,,,,,,C-INS-01,,100,NHSECES,C,FGS,OH,M,11011000501.0,PM_FDET,FG-TR04-BEACON,,
FRM 4-IW-0006-151422-P-N TO WELL BI08,O&GP - Pipeline,Crude Oil Pipeline,System in General for Crude Oil Pipeline,2402,11011009553,Piping,A-AP-0101-S103,A-AP-0101,,,,,,C-COI-01,,100,NHSECES,C,PNG,PI,M,11011008054.0,PM_PIPE,IW-CS-PC-091,,
"FRM AIR COMP PKG U6101,K-6101-1 TO DRAIN",O&GP - Pipeline,Crude Oil Pipeline,System in General for Crude Oil Pipeline,2402,11011009554,Piping,A-AP-0101-S103,A-AP-0101,,,,,,C-COI-01,,100,NHSECES,C,PNG,PI,M,11011007889.0,PM_PIPE,D-CS-PC-046,,
FRM 8IW0041151422YN TO 2D0187011422YN,O&GP - Pipeline,Crude Oil Pipeline,System in General for Crude Oil Pipeline,2402,11011009555,Piping,A-AP-0101-S103,A-AP-0101,,,,,,C-COI-01,,100,NHSECES,C,PNG,PI,M,11011007889.0,PM_PIPE,D-CS-PC-063,,
FRM 3/4D0167066620XN TO 2D0069066620XN,O&GP - Pipeline,Crude Oil Pipeline,System in General for Crude Oil Pipeline,2402,11011009556,Piping,A-AP-0101-S103,A-AP-0101,,,,,,C-COI-01,,100,NHSECES,C,PNG,PI,M,11011001008.0,PM_PIPE,D-NI-PC-050,,
FRM 3PO0284096620XN TO 6D0135096620XN,O&GP - Pipeline,Crude Oil Pipeline,System in General for Crude Oil Pipeline,2402,11011009557,Piping,A-AP-0101-S103,A-AP-0101,,,,,,C-COI-01,,100,NHSECES,C,PNG,PI,M,11011001008.0,PM_PIPE,D-NI-PC-061,,
FROM VALVE PIT TO CLOSED DRAIN HEADER,O&GP - Pipeline,Crude Oil Pipeline,System in General for Crude Oil Pipeline,2402,11011009558,Piping,A-AP-0101-S103,A-AP-0101,,,,,,C-MEC-01,,100,NHSECES,C,PNG,PI,M,11011001008.0,PM_PIPE,D-NI-PC-069,,
FRM 14PO0580091441Y1P TO 2D0131016620X1N,O&GP - Pipeline,Crude Oil Pipeline,System in General for Crude Oil Pipeline,2402,11011009559,Piping,A-AP-0101-S103,A-AP-0101,,,,,,C-COI-01,,100,NHSECES,C,PNG,PI,M,11011001008.0,PM_PIPE,D-NI-PC-075,,
F&G BEACON AND SOUNDER AI11,O&GP - Plants,Control Systems,System in General for Control System,2402,11011009564,Fire and gas detection,A-AP-0101-S070,A-AP-0101,,,,,,C-INS-01,,100,NHSECES,C,FGS,OH,M,11011001011.0,PM_FDET,FG-AI11-BEACON,,
